iter	Logloss
151	0.3992778304
152	0.3983890318
153	0.397860812
154	0.3972421809
155	0.3965237825
156	0.3962598834
157	0.3956381855
158	0.3951741585
159	0.3946223171
160	0.3939494547
161	0.3936439418
162	0.3930596073
163	0.3923898554
164	0.3919018181
165	0.3913492124
166	0.3908814439
167	0.3901381934
168	0.3896390332
169	0.3893005064
170	0.3883545611
171	0.3879778842
172	0.387528102
173	0.3869947388
174	0.3863908909
175	0.3859983907
176	0.3855476388
177	0.3852345823
178	0.3848494488
179	0.3844491327
180	0.3838722861
181	0.383266971
182	0.3828326033
183	0.3823221719
184	0.3818351242
185	0.3812172814
186	0.3810855099
187	0.3804084347
188	0.3799430581
189	0.3794814188
190	0.3789163642
191	0.3784430367
192	0.3779875307
193	0.3776624623
194	0.377008012
195	0.3765156537
196	0.3760482949
197	0.3755454427
198	0.3751608241
199	0.3747529608
200	0.3742456055
201	0.3736577335
202	0.3732663213
203	0.3728072425
204	0.3722485162
205	0.3718295079
206	0.3715052873
207	0.3712262543
208	0.3709203097
209	0.3703355381
210	0.3700339738
211	0.369478452
212	0.3692959234
213	0.3692129227
214	0.368785599
215	0.3681794093
216	0.3677915525
217	0.3674811355
218	0.3670852522
219	0.3665203695
220	0.3662147709
221	0.3660116469
222	0.3656404985
223	0.3651375378
224	0.3647119448
225	0.3644827591
226	0.3640577312
227	0.3636747018
228	0.3631066298
229	0.3628083407
230	0.3621232235
231	0.3619422627
232	0.3615200521
233	0.3610815726
234	0.3606146828
235	0.3603279468
236	0.3598917911
237	0.3594702926
238	0.35916852
239	0.358803098
240	0.3586668286
241	0.358347445
242	0.3578830297
243	0.3576115112
244	0.3573248035
245	0.3569660012
246	0.3568844322
247	0.3565640829
248	0.3562051165
249	0.3558140071
250	0.3551433306
251	0.3547252129
252	0.3544172626
253	0.3539223585
254	0.3536672637
255	0.3533843012
256	0.3530994627
257	0.3527865442
258	0.3527497588
259	0.3524482676
260	0.3519435346
261	0.351876396
262	0.3514974747
263	0.3512995543
264	0.3510250383
265	0.3507907488
266	0.3505203685
267	0.3502147115
268	0.3499586621
269	0.3496672421
270	0.3493215426
271	0.3490830328
272	0.3488894978
273	0.3486771172
274	0.3483707092
275	0.347942906
276	0.3476648129
277	0.3473332222
278	0.3469600897
279	0.3465169101
280	0.3460912598
281	0.3458740107
282	0.3453305462
283	0.345208854
284	0.3451841048
285	0.344892997
286	0.3445310853
287	0.3440230322
288	0.3439595859
289	0.3439071893
290	0.3436047202
291	0.3433641829
292	0.3431031611
293	0.3428770107
294	0.3425043299
295	0.3422410198
296	0.3419655836
297	0.3418852743
298	0.3415586242
299	0.3413579967
300	0.3412318951
301	0.3410219679
302	0.3406533221
303	0.3406151615
304	0.3403976211
305	0.3402041831
306	0.3400921046
307	0.3396025173
308	0.3392347888
309	0.3390736606
310	0.3387828007
311	0.3385526068
312	0.3383579742
313	0.3380965259
314	0.3379034023
315	0.3376427195
316	0.3373450066
317	0.3371479826
318	0.3369441459
319	0.336717161
320	0.3363729683
321	0.3361373138
322	0.3358329006
323	0.3356715442
324	0.335442953
325	0.3352162111
326	0.3350360458
327	0.3348845414
328	0.3346464634
329	0.3344679969
330	0.3340924834
331	0.3339623311
332	0.3337965065
333	0.3335770253
334	0.3335235756
335	0.3332698793
336	0.3330869087
337	0.3328239639
338	0.33264498
339	0.3324754365
340	0.3320860611
341	0.3318973465
342	0.3316794937
343	0.3315635986
344	0.3313740676
345	0.3309005131
346	0.3306690199
347	0.3303935849
348	0.3302392827
349	0.3300411901
350	0.329766817
351	0.3294567301
352	0.3292653152
353	0.3290433266
354	0.328799119
355	0.3287131178
356	0.3285324468
357	0.328505696
358	0.3283458813
359	0.3280027739
360	0.3277453236
361	0.3275694142
362	0.3274420687
363	0.3271591158
364	0.3269319804
365	0.3267762588
366	0.3265942801
367	0.3263788688
368	0.3261406239
369	0.326039066
370	0.3256575787
371	0.3253278101
372	0.3248865479
373	0.3245290016
374	0.3243727928
375	0.3240754356
376	0.3239627378
377	0.3237303615
378	0.323524641
379	0.3232475155
380	0.3229954454
381	0.32276418
382	0.322609862
383	0.3224332798
384	0.3222581771
385	0.3221517776
386	0.3218401013
387	0.3216516601
388	0.3212848255
389	0.3210527176
390	0.3209329498
391	0.3207196494
392	0.320496242
393	0.3204613401
394	0.320266793
395	0.3200183583
396	0.3198801733
397	0.3195757423
398	0.3193713728
399	0.3192425494
400	0.3191646315
401	0.3189670418
402	0.3188339195
403	0.3186660046
404	0.3185287297
405	0.3182989579
406	0.318128524
407	0.3179629356
408	0.3178363872
409	0.3176620058
410	0.3174823973
411	0.317415171
412	0.3172537549
413	0.316960177
414	0.3166799012
415	0.3165947635
416	0.3164730124
417	0.3163068888
418	0.3160667684
419	0.3158707862
420	0.3157286416
421	0.3155530511
422	0.3154390217
423	0.3152565352
424	0.3151826213
425	0.314890061
426	0.3147282741
427	0.3145092517
428	0.3144035324
429	0.3141699844
430	0.3141344703
431	0.3139650145
432	0.313848426
433	0.313687689
434	0.3135713523
435	0.313457924
436	0.3133375244
437	0.3131994463
438	0.3130234429
439	0.3128440786
440	0.31271976
441	0.312407885
442	0.312226011
443	0.3121649929
444	0.3119713868
445	0.3117350132
446	0.3114551458
447	0.3112443614
448	0.311049663
449	0.3109684385
450	0.3108044151
451	0.3106736923
452	0.310465168
453	0.310225931
454	0.3099110493
455	0.3097846278
456	0.3095448812
457	0.3093860185
458	0.3092344826
459	0.309124327
460	0.3090828863
461	0.3089853876
462	0.3088627714
463	0.3087572504
464	0.3085358791
465	0.3082213135
466	0.3080323543
467	0.3078964986
468	0.3077005636
469	0.3075150435
470	0.3074183759
471	0.3071804512
472	0.3069790423
473	0.3068146892
474	0.3065560868
475	0.3064375676
476	0.3061285996
477	0.3060018954
478	0.3058567285
479	0.3055249018
480	0.3052200562
481	0.3050573417
482	0.3048885144
483	0.304685143
484	0.3046139354
485	0.3044525941
486	0.3042972365
487	0.3040457794
488	0.3038610026
489	0.3036804871
490	0.3035059046
491	0.3033591231
492	0.3031891591
493	0.3030089986
494	0.3028108353
495	0.3025603325
496	0.3022731521
497	0.3021909009
498	0.3020299774
499	0.3019005345
500	0.3017587334
501	0.3015881111
502	0.3015040908
503	0.3012938878
504	0.3010837502
505	0.3009067388
506	0.3008015502
507	0.3007204347
508	0.3006439694
509	0.3003427897
510	0.3001872653
511	0.3000048101
512	0.299627642
513	0.2993789341
514	0.2992721867
515	0.2991833649
516	0.2988317486
517	0.2985642917
518	0.2983314437
519	0.2981636916
520	0.2980373601
521	0.2978637584
522	0.2976900805
523	0.2974202158
524	0.2972270036
525	0.2971264282
526	0.2969775756
527	0.2969621458
528	0.2967655556
529	0.2964778818
530	0.2962416989
531	0.2960246462
532	0.2958217532
533	0.2957034075
534	0.2955899724
535	0.2952801663
536	0.2951906277
537	0.2951035889
538	0.2949741083
539	0.294841908
540	0.2944143108
541	0.2942924934
542	0.2941022498
543	0.2938725692
544	0.2937952058
545	0.2935091852
546	0.2934299073
547	0.2933990145
548	0.2931181941
549	0.2929293993
550	0.2927272003
551	0.2925229151
552	0.2924823237
553	0.292286501
554	0.2920995894
555	0.2918732564
556	0.2917899505
557	0.2915940185
558	0.2915166713
559	0.2914168374
560	0.2912468773
561	0.2910944825
562	0.290722047
563	0.290494398
564	0.2902388654
565	0.2899844393
566	0.2898659893
567	0.2895101424
568	0.2893327877
569	0.2892602811
570	0.2890767222
571	0.2889129136
572	0.2887413487
573	0.2885749886
574	0.2884733819
575	0.2883641731
576	0.2882344361
577	0.2879991419
578	0.2877553277
579	0.2875626517
580	0.2874374756
581	0.2872323864
582	0.2870574823
583	0.2868430348
584	0.2866629334
585	0.2864894143
586	0.2862979513
587	0.2860979871
588	0.285849054
589	0.2857235268
590	0.2856365271
591	0.2854696961
592	0.2852431306
593	0.2850893768
594	0.2849316601
595	0.2849117135
596	0.2846622103
597	0.2844945876
598	0.2843897121
599	0.2841308756
600	0.2839501921
601	0.2837007388
602	0.2834638515
603	0.2834539125
604	0.2834209881
605	0.2832680564
606	0.283098846
607	0.2828757287
608	0.2827360085
609	0.2826868961
610	0.2824578066
611	0.2823169461
612	0.2821541969
613	0.282150218
614	0.2820644405
615	0.281945053
616	0.2817865223
617	0.2817066573
618	0.2816433693
619	0.2814396627
620	0.2813024811
621	0.2812337813
622	0.28118984
623	0.2810335391
624	0.2809408865
625	0.2808140462
626	0.2807496938
627	0.2805691714
628	0.28038863
629	0.2803303504
630	0.280141518
631	0.2800605836
632	0.2799556443
633	0.2797895344
634	0.2796287185
635	0.2794431971
636	0.2791225856
637	0.278965409
638	0.2788587966
639	0.2787037949
640	0.2782667972
641	0.2781830647
642	0.2780299663
643	0.2779491106
644	0.2777067383
645	0.277576688
646	0.2775001579
647	0.2773753119
648	0.277323929
649	0.277145632
650	0.2769993809
651	0.2767353723
652	0.2765934461
653	0.2764905553
654	0.2763206175
655	0.2761772876
656	0.2760382674
657	0.2759576338
658	0.2758838967
659	0.2756059254
660	0.2754358183
661	0.2752644969
662	0.2751782187
663	0.2751015983
664	0.2750204054
665	0.2748915783
666	0.2747909862
667	0.2747532937
668	0.2746583417
669	0.2746186059
670	0.2745475941
671	0.274441595
672	0.2743452224
673	0.2740707667
674	0.274004952
675	0.2739561758
676	0.2737420053
677	0.2736141406
678	0.2733779313
679	0.2731435675
680	0.2729869374
681	0.2728115115
682	0.2727450265
683	0.2725205105
684	0.2724045718
685	0.2722547501
686	0.272185857
687	0.2720117905
688	0.2718771838
689	0.2716882549
690	0.2715062662
691	0.2713684385
692	0.2711819832
693	0.2710460731
694	0.2709040105
695	0.2707373844
696	0.2706502709
697	0.2704128939
698	0.2704028719
699	0.2702018588
700	0.270081648
701	0.2699701961
702	0.2698935514
703	0.2697994269
704	0.2697255777
705	0.2695389995
706	0.2694422405
707	0.2692694348
708	0.2691433033
709	0.2689937309
710	0.268925436
711	0.2688372057
712	0.2687156546
713	0.2685595015
714	0.2684139702
715	0.2683473797
716	0.2681747055
717	0.267998235
718	0.2679485763
719	0.2678052688
720	0.2676158744
721	0.2674437375
722	0.2673370567
723	0.2671898948
724	0.2669637613
725	0.2668451059
726	0.2668147453
727	0.2665420723
728	0.2662577482
729	0.2659908521
730	0.2658809638
731	0.265745968
732	0.2655481586
733	0.2653500819
734	0.2652263942
735	0.265068742
736	0.2648825902
737	0.2647788326
738	0.2646601649
739	0.2646079583
740	0.2644534646
741	0.2642400022
742	0.2640691079
743	0.2638953877
744	0.2638102193
745	0.2637097555
746	0.2635808927
747	0.2634321724
748	0.2632701421
749	0.2630781349
750	0.2630231738
751	0.2628655031
752	0.2625399754
753	0.2623842433
754	0.2623076434
755	0.2621723836
756	0.2619749666
757	0.2618304274
758	0.2617024464
759	0.2616495748
760	0.2616105693
761	0.2615090985
762	0.2614436228
763	0.2611906029
764	0.2609489126
765	0.2608813057
766	0.2605825162
767	0.2604999957
768	0.2603310418
769	0.260200438
770	0.2600520944
771	0.259887044
772	0.259697716
773	0.2593647204
774	0.2592053047
775	0.2591319921
776	0.2590299688
777	0.2589045312
778	0.2587279218
779	0.2586033189
780	0.2585253609
781	0.2583576294
782	0.2582114117
783	0.2580157135
784	0.2578629615
785	0.2577662644
786	0.2576805484
787	0.2575466454
788	0.2573715238
789	0.2573149271
790	0.2572065075
791	0.2570327133
792	0.2569484249
793	0.2568533559
794	0.2567161714
795	0.2565985098
796	0.2565106882
797	0.2563651722
798	0.2563334307
799	0.2562232112
800	0.256090662
801	0.256032993
802	0.2559619537
803	0.2557631705
804	0.2555287735
805	0.2553238672
806	0.2551921699
807	0.2550930105
808	0.2550290536
809	0.2547596676
810	0.2545737231
811	0.2545280636
812	0.2543998547
813	0.25428043
814	0.2540231794
815	0.253845869
816	0.253699497
817	0.2535439075
818	0.2532699973
819	0.2530385985
820	0.2529666436
821	0.2529308468
822	0.2528316553
823	0.2527441753
824	0.2526899656
825	0.2526060867
826	0.2524522963
827	0.25229929
828	0.2522150274
829	0.2520849516
830	0.2518783799
831	0.2516559708
832	0.2515580567
833	0.2514482406
834	0.2512279141
835	0.2510086247
836	0.2508766744
837	0.2507737387
838	0.250580303
839	0.2504824912
840	0.2503376817
841	0.2501954797
842	0.2500208127
843	0.2499912515
844	0.249838284
845	0.2497881918
846	0.2496343903
847	0.249540736
848	0.2492476692
849	0.2490652899
850	0.2489120241
851	0.2487322899
852	0.2485198998
853	0.2483932828
854	0.2483278533
855	0.2482816524
856	0.2481266028
857	0.2480461118
858	0.2478066707
859	0.2476617857
860	0.2475071533
861	0.2472824189
862	0.2471898699
863	0.2470736393
864	0.2468985274
865	0.2467670859
866	0.2465763685
867	0.2464528689
868	0.2462415406
869	0.2462103133
870	0.2460853759
871	0.2459690789
872	0.2458398195
873	0.2456227339
874	0.2455024859
875	0.2453602204
876	0.2452845096
877	0.2451466048
878	0.244974179
879	0.2448991216
880	0.2447032482
881	0.2446080565
882	0.2444830857
883	0.2444091556
884	0.2442778986
885	0.2441017751
886	0.2439310468
887	0.2438462572
888	0.2437625103
889	0.2436675547
890	0.2436310015
891	0.243532745
892	0.2433717023
893	0.2432458136
894	0.243130332
895	0.2430148819
896	0.2429324057
897	0.24267575
898	0.2425400827
899	0.2424649623
900	0.2422888683
901	0.2422327817
902	0.2419971228
903	0.241805775
904	0.2416467161
905	0.241567058
906	0.241308159
907	0.2411873346
908	0.2410331012
909	0.2409914351
910	0.240873181
911	0.2406304327
912	0.2404550597
913	0.2402873489
914	0.2400498456
915	0.2398303486
916	0.239754997
917	0.2395401129
918	0.2393732912
919	0.239260563
920	0.239189043
921	0.238923041
922	0.238812117
923	0.2387267766
924	0.2386269062
925	0.2384257848
926	0.2383649715
927	0.2381915535
928	0.2380715014
929	0.2380081123
930	0.2378961342
931	0.2377487392
932	0.2376054263
933	0.2374850718
934	0.2373884167
935	0.237303938
936	0.2372109665
937	0.2370616098
938	0.2369136282
939	0.2368330992
940	0.2367743096
941	0.2366886043
942	0.2366307059
943	0.2364470153
944	0.2363834253
945	0.2363161471
946	0.2360177104
947	0.2358612898
948	0.2357226396
949	0.2354686576
950	0.2353158626
951	0.2351595782
952	0.2350621871
953	0.2349323867
954	0.2347836188
955	0.2346537895
956	0.234564407
957	0.2344420797
958	0.2343636377
959	0.2341206635
960	0.2339918319
961	0.2338844665
962	0.2338429727
963	0.2336756982
964	0.2335022459
965	0.2334507452
966	0.2332599741
967	0.2331040193
968	0.2330421576
969	0.232781317
970	0.2326967738
971	0.232625865
972	0.2324266814
973	0.2322221737
974	0.2321153883
975	0.2318572498
976	0.231745402
977	0.2316229977
978	0.2315067357
979	0.231458584
980	0.2313791982
981	0.2312598789
982	0.231078795
983	0.230934155
984	0.2308134917
985	0.2306706043
986	0.2305630592
987	0.2304730247
988	0.2302812883
989	0.2302409885
990	0.2300472187
991	0.2297968826
992	0.2296998941
993	0.2296068953
994	0.2294811726
995	0.229291198
996	0.2290813662
997	0.2289354515
998	0.2289052317
999	0.228794278
